domain,ip,port,service,severity,description,recommendation,banner,,,,,
services.korm.kaspersky.com,88.217.237.14,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
sms.kaspersky.com,93.159.228.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
sms.kaspersky.com,93.159.228.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
slovari.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
slovari.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
socialization.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
socialization.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
shadowhammer-kaspersky-com.sm.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
shadowhammer-kaspersky-com.sm.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
shadowhammer.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
shadowhammer.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
shop-lt.latam.kaspersky.com,188.114.99.228,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
shop-lt.latam.kaspersky.com,188.114.99.228,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
shop-lt.latam.kaspersky.com,188.114.99.228,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
shop-mx.latam.kaspersky.com,188.114.98.228,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
shop-mx.latam.kaspersky.com,188.114.98.228,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
shop-mx.latam.kaspersky.com,188.114.98.228,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
spf2.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
spf2.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
shop.kaspersky.com,188.114.99.228,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
shop.kaspersky.com,188.114.99.228,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
shop.kaspersky.com,188.114.99.228,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
spf3.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
spf3.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
spmigrate.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
spmigrate.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
spf4.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
spf4.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
shop.sea.kaspersky.com,188.114.98.228,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
shop.sea.kaspersky.com,188.114.98.228,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
shop.sea.kaspersky.com,188.114.98.228,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
ss.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
ss.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
spring-newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
spring-newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
staff.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
staff.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
shop.usa.kaspersky.com,188.114.98.228,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
shop.usa.kaspersky.com,188.114.98.228,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
shop.usa.kaspersky.com,188.114.98.228,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
staff-newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
staff-newvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stage.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stage.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
staging.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
staging.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
staging.saasnews.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
staging.saasnews.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
staging.website.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
staging.website.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
si.kaspersky.com,77.74.176.141,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
starmus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
starmus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stage1.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stage1.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
staticnewsvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
staticnewsvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate-bkg.activation-v2-test.kaspersky.com,93.159.230.59,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
simulate-bkg.activation-v2-test.kaspersky.com,93.159.230.59,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate-bkg.activation-v2-test.kaspersky.com,93.159.230.59,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
simulate-bkg.activation-v2.kaspersky.com,212.5.89.37,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
simulate-bkg.activation-v2.kaspersky.com,212.5.89.37,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate-bkg.activation-v2.kaspersky.com,212.5.89.37,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
statportal.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
statportal.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate-bkg.lt.activation-v2.kaspersky.com,212.5.89.18,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
simulate-bkg.lt.activation-v2.kaspersky.com,212.5.89.18,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate.activation-v2-test.kaspersky.com,93.159.230.59,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
simulate.activation-v2-test.kaspersky.com,93.159.230.59,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate.activation-v2-test.kaspersky.com,93.159.230.59,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
stg-ng-br.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-ng-br.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-ng-za.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-ng-za.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-support-ru.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-support-ru.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-virusdesk-fr.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-virusdesk-fr.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-virusdesk-pl.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-virusdesk-pl.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-virusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-virusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-www-cn.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-www-cn.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-www-me.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-www-me.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stg-www-ru.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
stg-www-ru.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store-em.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
store-em.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate.activation-v2.kaspersky.com,212.5.89.37,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
simulate.activation-v2.kaspersky.com,212.5.89.37,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate.activation-v2.kaspersky.com,212.5.89.37,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
smtools.kaspersky.com,93.159.230.247,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
smtools.kaspersky.com,93.159.230.247,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
simulate.lt.activation-v2.kaspersky.com,212.5.89.18,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
simulate.lt.activation-v2.kaspersky.com,212.5.89.18,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
smb.kaspersky.com,93.159.231.84,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
smb.kaspersky.com,93.159.231.84,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
souvenir.kaspersky.com,93.159.231.84,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
souvenir.kaspersky.com,93.159.231.84,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store.kaspersky.com,93.159.228.40,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
sk.kaspersky.com,52.30.83.11,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
spam.kaspersky.com,77.74.177.47,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
smvpn.kaspersky.com,91.103.66.26,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
spam2.kaspersky.com,77.74.177.61,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
sports.kaspersky.com,93.159.231.84,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
sports.kaspersky.com,93.159.231.84,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stash.kaspersky.com,93.159.230.210,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
summer.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
summer.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
summerlab.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
summerlab.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
support.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
support.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
support.geo.kaspersky.com,93.159.228.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
support.geo.kaspersky.com,93.159.228.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
statistics-securelist-com-prod.sm.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
statistics-securelist-com-prod.sm.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
support.kaspersky.com,93.159.228.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
support.kaspersky.com,93.159.228.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
statistic.content.ipm-klca.kaspersky.com,178.154.228.106,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
statistic.content.ipm.kaspersky.com,178.154.228.106,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
statistics-securelist-com.sm.kaspersky.com,158.160.85.243,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
statistics-securelist-com.sm.kaspersky.com,158.160.85.243,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
supportcn.geo.kaspersky.com,93.159.228.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
supportcn.geo.kaspersky.com,93.159.228.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
support2.kaspersky.com,93.159.228.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
support2.kaspersky.com,93.159.228.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
support.newsvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
support.newsvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
survey.kaspersky.com,51.250.55.123,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
statistic.ya.ipmdemo.kaspersky.com,178.154.200.184,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
statistics.east-eu.ipm-klca.kaspersky.com,178.154.228.106,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
supportnewvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
supportnewvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
survival.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
survival.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
svpn.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
svpn.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
swagger.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
swagger.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
swagger.newsvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
swagger.newsvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
symsrv.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
symsrv.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
symposium.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
symposium.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
stats.kaspersky.com,195.122.169.21,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
sync.managetablet.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
sync.managetablet.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
system-kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
system-kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
system.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
system.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
system.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
system.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
system.scannervirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
system.scannervirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
systemnewvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
systemnewvirus.kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
t-newsvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
t-newsvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
tac.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
tac.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store-sl.kaspersky.com,3.73.29.103,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
store.latam.kaspersky.com,3.73.29.103,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
team-comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
team-comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
str.geo.kaspersky.com,212.8.233.176,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
str.geo.kaspersky.com,212.8.233.176,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
team-newvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
team-newvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
teamhttpsvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
teamhttpsvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
techsummiteurope.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
techsummiteurope.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
sts-spext.kaspersky.com,93.159.231.241,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
sts.kaspersky.com,93.159.230.168,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
techsupport.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
techsupport.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
test-comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
test-comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
test.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
test.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store.algerie.kaspersky.com,45.60.20.94,21,FTP,Medium,FTP может позволить анонимный доступ или брутфорс,"Ограничить доступ, использовать SFTP",,,,,,
store.algerie.kaspersky.com,45.60.20.94,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
store.algerie.kaspersky.com,45.60.20.94,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
store.algerie.kaspersky.com,45.60.20.94,110,POP3,Medium,POP3 может передавать данные в открытом виде,Использовать POP3S,,,,,,
store.algerie.kaspersky.com,45.60.20.94,143,IMAP,Medium,IMAP может передавать данные в открытом виде,Использовать IMAPS,,,,,,
store.algerie.kaspersky.com,45.60.20.94,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store.algerie.kaspersky.com,45.60.20.94,1433,MSSQL,High,MSSQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.algerie.kaspersky.com,45.60.20.94,1521,Oracle,High,Oracle может быть уязвим для атак,"Ограничить доступ, обновить ПО",,,,,,
store.algerie.kaspersky.com,45.60.20.94,3306,MySQL,High,MySQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.algerie.kaspersky.com,45.60.20.94,3389,RDP,High,RDP может быть подвержен брутфорсу,"Ограничить доступ, использовать NLA",,,,,,
store.algerie.kaspersky.com,45.60.20.94,5900,VNC,High,VNC может быть уязвим для атак,"Ограничить доступ, использовать пароль",,,,,,
store.algerie.kaspersky.com,45.60.20.94,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
store.algerie.kaspersky.com,45.60.20.94,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
store.algerie.kaspersky.com,45.60.20.94,9200,Elasticsearch,High,Elasticsearch может быть уязвим для несанкционированного доступа,"Ограничить доступ, настроить аутентификацию",,,,,,
store.afrique.kaspersky.com,45.60.20.94,21,FTP,Medium,FTP может позволить анонимный доступ или брутфорс,"Ограничить доступ, использовать SFTP",,,,,,
store.afrique.kaspersky.com,45.60.20.94,25,SMTP,Medium,SMTP может быть использован для спама,Настроить аутентификацию и фильтрацию,,,,,,
store.afrique.kaspersky.com,45.60.20.94,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
store.afrique.kaspersky.com,45.60.20.94,110,POP3,Medium,POP3 может передавать данные в открытом виде,Использовать POP3S,,,,,,
store.afrique.kaspersky.com,45.60.20.94,143,IMAP,Medium,IMAP может передавать данные в открытом виде,Использовать IMAPS,,,,,,
store.afrique.kaspersky.com,45.60.20.94,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
store.afrique.kaspersky.com,45.60.20.94,1433,MSSQL,High,MSSQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.afrique.kaspersky.com,45.60.20.94,1521,Oracle,High,Oracle может быть уязвим для атак,"Ограничить доступ, обновить ПО",,,,,,
store.afrique.kaspersky.com,45.60.20.94,3306,MySQL,High,MySQL может быть уязвим для SQL-инъекций,"Ограничить доступ, обновить ПО",,,,,,
store.afrique.kaspersky.com,45.60.20.94,3389,RDP,High,RDP может быть подвержен брутфорсу,"Ограничить доступ, использовать NLA",,,,,,
store.afrique.kaspersky.com,45.60.20.94,5900,VNC,High,VNC может быть уязвим для атак,"Ограничить доступ, использовать пароль",,,,,,
store.afrique.kaspersky.com,45.60.20.94,8080,HTTP-ALT,Medium,Альтернативный HTTP-порт,Проверить настройки,,,,,,
store.afrique.kaspersky.com,45.60.20.94,8443,HTTPS-ALT,Medium,Альтернативный HTTPS-порт,Проверить настройки,,,,,,
